scenario_geography,scenario,ald_sector,units,technology,year,direction,fair_share_perc
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2021,declining,0
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2022,declining,-0.0493951612903226
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2023,declining,-0.0987903225806452
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2024,declining,-0.148185483870968
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2025,declining,-0.19758064516129
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2026,declining,-0.246975806451613
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2027,declining,-0.296370967741935
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2028,declining,-0.345766129032258
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2029,declining,-0.395161290322581
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2030,declining,-0.444556451612903
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2031,declining,-0.457862903225806
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2032,declining,-0.47116935483871
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2033,declining,-0.484475806451613
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2034,declining,-0.497782258064516
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2035,declining,-0.511088709677419
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2036,declining,-0.514112903225806
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2037,declining,-0.517137096774194
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2038,declining,-0.520161290322581
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2039,declining,-0.523185483870968
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2040,declining,-0.526209677419355
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2041,declining,-0.534475806451613
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2042,declining,-0.542741935483871
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2043,declining,-0.551008064516129
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2044,declining,-0.559274193548387
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2045,declining,-0.567540322580645
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2046,declining,-0.571774193548387
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2047,declining,-0.576008064516129
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2048,declining,-0.580241935483871
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2049,declining,-0.584475806451613
AdvancedEconomies,WEO2021_APS,Coal,Mtce,Coal,2050,declining,-0.588709677419355
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2021,declining,0
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2021,declining,0
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2022,declining,-0.0092339706073612
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2022,declining,3.4710170079826e-4
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2023,declining,-0.0184679412147222
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2023,declining,6.9420340159653e-4
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2024,declining,-0.0277019118220834
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2024,declining,0.00104130510239492
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2025,declining,-0.0369358824294446
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2025,declining,0.00138840680319331
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2026,declining,-0.0461698530368058
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2026,declining,0.00173550850399157
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2027,declining,-0.055403823644167
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2027,declining,0.00208261020478984
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2028,declining,-0.0646377942515281
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2028,declining,0.00242971190558822
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2029,declining,-0.0738717648588893
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2029,declining,0.00277681360638661
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2030,declining,-0.0831057354662505
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2030,declining,0.00312391530718488
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2031,declining,-0.121212121212121
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2031,declining,-0.0197847969455052
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2032,declining,-0.159318506957992
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2032,declining,-0.0426935091981952
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2033,declining,-0.197424892703863
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2033,declining,-0.0656022214508851
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2034,declining,-0.235531278449733
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2034,declining,-0.0885109337035752
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2035,declining,-0.273637664195604
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2035,declining,-0.111419645956265
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2036,declining,-0.2934061646508
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2036,declining,-0.135022561610552
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2037,declining,-0.313174665105996
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2037,declining,-0.158625477264839
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2038,declining,-0.332943165561191
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2038,declining,-0.182228392919125
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2039,declining,-0.352711666016387
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2039,declining,-0.205831308573412
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2040,declining,-0.372480166471583
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2040,declining,-0.229434224227699
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2041,declining,-0.385355702952269
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2041,declining,-0.247483512669212
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2042,declining,-0.398231239432956
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2042,declining,-0.265532801110725
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2043,declining,-0.411106775913643
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2043,declining,-0.283582089552239
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2044,declining,-0.42398231239433
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2044,declining,-0.301631377993752
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2045,declining,-0.436857848875016
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2045,declining,-0.319680666435266
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2046,declining,-0.445051372089999
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2046,declining,-0.339118361679972
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2047,declining,-0.453244895304981
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2047,declining,-0.358556056924679
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2048,declining,-0.461438418519964
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2048,declining,-0.377993752169386
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2049,declining,-0.469631941734946
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2049,declining,-0.397431447414092
AdvancedEconomies,WEO2021_APS,Oil&Gas,bcm,Gas,2050,declining,-0.477825464949928
AdvancedEconomies,WEO2021_APS,Oil&Gas,mb/d,Oil,2050,declining,-0.416869142658799
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2021,declining,0
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2021,declining,0
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2021,increasing,0
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2021,increasing,0
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2021,declining,0
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2021,increasing,0
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2022,declining,-0.0639107724259625
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2022,declining,-0.00242883294116199
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2022,increasing,0.00136657861802324
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2022,increasing,-5.1589612884855e-4
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2022,declining,-0.071840427823751
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2022,increasing,0.0621745009130422
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2023,declining,-0.127821544851925
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2023,declining,-0.00485766588232398
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2023,increasing,0.00273315723604648
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2023,increasing,-0.0010317922576971
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2023,declining,-0.143680855647502
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2023,increasing,0.124349001826084
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2024,declining,-0.191732317277888
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2024,declining,-0.00728649882348597
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2024,increasing,0.00409973585406972
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2024,increasing,-0.00154768838654566
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2024,declining,-0.215521283471252
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2024,increasing,0.186523502739127
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2025,declining,-0.25564308970385
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2025,declining,-0.00971533176464807
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2025,increasing,0.00546631447209296
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2025,increasing,-0.0020635845153942
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2025,declining,-0.287361711295003
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2025,increasing,0.248698003652169
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2026,declining,-0.319553862129813
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2026,declining,-0.0121441647058101
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2026,increasing,0.0068328930901162
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2026,increasing,-0.00257948064424275
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2026,declining,-0.359202139118754
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2026,increasing,0.310872504565211
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2027,declining,-0.383464634555775
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2027,declining,-0.0145729976469721
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2027,increasing,0.00819947170813944
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2027,increasing,-0.0030953767730913
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2027,declining,-0.431042566942505
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2027,increasing,0.373047005478253
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2028,declining,-0.447375406981738
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2028,declining,-0.017001830588134
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2028,increasing,0.00956605032616268
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2028,increasing,-0.00361127290193985
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2028,declining,-0.502882994766256
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2028,increasing,0.435221506391295
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2029,declining,-0.5112861794077
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2029,declining,-0.019430663529296
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2029,increasing,0.0109326289441859
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2029,increasing,-0.0041271690307884
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2029,declining,-0.574723422590007
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2029,increasing,0.497396007304337
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2030,declining,-0.575196951833663
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2030,declining,-0.021859496470458
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2030,increasing,0.0122992075622092
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2030,increasing,-0.00464306515963696
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2030,declining,-0.646563850413757
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2030,increasing,0.559570508217379
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2031,declining,-0.619674102297836
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2031,declining,-0.0395077182799641
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2031,increasing,0.0135596096258953
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2031,increasing,-0.00455873354231656
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2031,declining,-0.671554029222795
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2031,increasing,0.644833329480835
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2032,declining,-0.66415125276201
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2032,declining,-0.0571559400894703
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2032,increasing,0.0148200116895814
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2032,increasing,-0.00447440192499617
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2032,declining,-0.696544208031833
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2032,increasing,0.73009615074429
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2033,declining,-0.708628403226184
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2033,declining,-0.0748041618989764
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2033,increasing,0.0160804137532675
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2033,increasing,-0.00439007030767578
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2033,declining,-0.721534386840871
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2033,increasing,0.815358972007745
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2034,declining,-0.753105553690358
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2034,declining,-0.0924523837084827
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2034,increasing,0.0173408158169537
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2034,increasing,-0.00430573869035539
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2034,declining,-0.746524565649909
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2034,increasing,0.900621793271201
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2035,declining,-0.797582704154532
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2035,declining,-0.110100605517989
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2035,increasing,0.0186012178806398
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2035,increasing,-0.004221407073035
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2035,declining,-0.771514744458947
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2035,increasing,0.985884614534656
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2036,declining,-0.806460176300194
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2036,declining,-0.16562878704841
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2036,increasing,0.0197107374723731
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2036,increasing,-0.0037591072431461
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2036,declining,-0.785644586939717
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2036,increasing,1.05683798600857
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2037,declining,-0.815337648445857
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2037,declining,-0.22115696857883
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2037,increasing,0.0208202570641065
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2037,increasing,-0.0032968074132572
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2037,declining,-0.799774429420486
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2037,increasing,1.12779135748249
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2038,declining,-0.824215120591519
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2038,declining,-0.276685150109251
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2038,increasing,0.0219297766558399
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2038,increasing,-0.00283450758336828
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2038,declining,-0.813904271901256
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2038,increasing,1.1987447289564
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2039,declining,-0.833092592737182
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2039,declining,-0.332213331639672
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2039,increasing,0.0230392962475732
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2039,increasing,-0.00237220775347938
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2039,declining,-0.828034114382025
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2039,increasing,1.26969810043032
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2040,declining,-0.841970064882844
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2040,declining,-0.387741513170093
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2040,increasing,0.0241488158393066
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2040,increasing,-0.00190990792359048
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2040,declining,-0.842163956862795
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2040,increasing,1.34065147190424
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2041,declining,-0.847661953356184
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2041,declining,-0.425363326159176
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2041,increasing,0.0249916239907194
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2041,increasing,-0.00176054951701098
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2041,declining,-0.849754787038563
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2041,increasing,1.37861898848289
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2042,declining,-0.853353841829524
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2042,declining,-0.462985139148259
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2042,increasing,0.0258344321421323
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2042,increasing,-0.0016111911104315
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2042,declining,-0.85734561721433
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2042,increasing,1.41658650506155
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2043,declining,-0.859045730302865
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2043,declining,-0.500606952137342
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2043,increasing,0.0266772402935452
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2043,increasing,-0.001461832703852
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2043,declining,-0.864936447390098
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2043,increasing,1.4545540216402
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2044,declining,-0.864737618776205
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2044,declining,-0.538228765126425
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2044,increasing,0.027520048444958
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2044,increasing,-0.00131247429727251
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2044,declining,-0.872527277565865
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2044,increasing,1.49252153821886
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2045,declining,-0.870429507249545
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2045,declining,-0.575850578115508
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2045,increasing,0.0283628565963708
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2045,increasing,-0.00116311589069302
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2045,declining,-0.880118107741633
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2045,increasing,1.53048905479752
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2046,declining,-0.871249326576981
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2046,declining,-0.595461534600369
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2046,increasing,0.0290588464501596
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2046,increasing,-0.00103103022501048
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2046,declining,-0.884502794287235
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2046,increasing,1.54871281248738
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2047,declining,-0.872069145904417
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2047,declining,-0.61507249108523
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2047,increasing,0.0297548363039484
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2047,increasing,-8.9894455932792e-4
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2047,declining,-0.888887480832837
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2047,increasing,1.56693657017724
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2048,declining,-0.872888965231853
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2048,declining,-0.634683447570091
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2048,increasing,0.0304508261577372
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2048,increasing,-7.6685889364538e-4
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2048,declining,-0.893272167378439
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2048,increasing,1.5851603278671
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2049,declining,-0.873708784559289
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2049,declining,-0.654294404054952
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2049,increasing,0.031146816011526
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2049,increasing,-6.3477322796283e-4
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2049,declining,-0.897656853924041
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2049,increasing,1.60338408555697
AdvancedEconomies,WEO2021_APS,Power,GW,CoalCap,2050,declining,-0.874528603886724
AdvancedEconomies,WEO2021_APS,Power,GW,GasCap,2050,declining,-0.673905360539813
AdvancedEconomies,WEO2021_APS,Power,GW,HydroCap,2050,increasing,0.0318428058653148
AdvancedEconomies,WEO2021_APS,Power,GW,NuclearCap,2050,increasing,-5.0268756228029e-4
AdvancedEconomies,WEO2021_APS,Power,GW,OilCap,2050,declining,-0.902041540469643
AdvancedEconomies,WEO2021_APS,Power,GW,RenewablesCap,2050,increasing,1.62160784324683
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2021,declining,0
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2022,declining,-0.0597577114934337
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2023,declining,-0.119515422986868
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2024,declining,-0.179273134480301
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2025,declining,-0.239030845973735
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2026,declining,-0.298788557467169
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2027,declining,-0.358546268960603
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2028,declining,-0.418303980454036
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2029,declining,-0.47806169194747
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2030,declining,-0.537819403440904
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2031,declining,-0.560012216227222
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2032,declining,-0.58220502901354
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2033,declining,-0.604397841799857
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2034,declining,-0.626590654586175
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2035,declining,-0.648783467372493
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2036,declining,-0.65652041127965
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2037,declining,-0.664257355186807
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2038,declining,-0.671994299093963
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2039,declining,-0.67973124300112
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2040,declining,-0.687468186908276
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2041,declining,-0.702127659574468
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2042,declining,-0.71678713224066
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2043,declining,-0.731446604906851
AdvancedEconomies,WEO2021_SDS,Coal,Mtce,Coal,2044,declining,-0.746106077573043
